Postal Code,Place Name,State,County,Latitude,Longitude
620-0848,Ichinotani,Kyoutofu,Fukuchiyamashi,35.2785,135.1665
620-0851,Oonoshita,Kyoutofu,Fukuchiyamashi,35.2828,135.1721
620-0852,Oonoue,Kyoutofu,Fukuchiyamashi,35.28,135.1658
620-0853,Osadanochou,Kyoutofu,Fukuchiyamashi,35.2849,135.1622
620-0854,Takabatake,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0855,Haze(Shinmachi),Kyoutofu,Fukuchiyamashi,35.2944,135.1458
620-0856,Haze(Miyamachi),Kyoutofu,Fukuchiyamashi,35.2944,135.1458
620-0857,Haze,Kyoutofu,Fukuchiyamashi,35.2944,135.1458
620-0858,Oono,Kyoutofu,Fukuchiyamashi,35.2866,135.1709
620-0861,Akitsugaoka,Kyoutofu,Fukuchiyamashi,35.2987,135.1608
620-0862,Higashikayanochou,Kyoutofu,Fukuchiyamashi,35.2967,135.1593
620-0863,Komatsugaoka,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0864,Minamikayanochou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0865,Nishikayanochou,Kyoutofu,Fukuchiyamashi,35.297,135.1549
620-0866,Maedashinmachi,Kyoutofu,Fukuchiyamashi,35.2958,135.1533
620-0867,Maeda,Kyoutofu,Fukuchiyamashi,35.2982,135.1536
620-0871,Okano2machi,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0872,Okano1machi,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0873,Okano3machi,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0874,Horiguchi,Kyoutofu,Fukuchiyamashi,35.2931,135.1312
620-0875,Jagahana,Kyoutofu,Fukuchiyamashi,35.2938,135.1338
620-0876,Mizuuchi,Kyoutofu,Fukuchiyamashi,35.285,135.1396
620-0877,Morigai,Kyoutofu,Fukuchiyamashi,35.2762,135.1374
620-0878,Hiyoshigaoka,Kyoutofu,Fukuchiyamashi,35.2763,135.1355
620-0879,Araki,Kyoutofu,Fukuchiyamashi,35.2711,135.1242
620-0881,Uchidachou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0882,Higashibori,Kyoutofu,Fukuchiyamashi,35.2892,135.1391
620-0883,Honbori,Kyoutofu,Fukuchiyamashi,35.2874,135.1331
620-0884,Minamihonbori,Kyoutofu,Fukuchiyamashi,35.2845,135.1312
620-0885,Minamikotanigaoka,Kyoutofu,Fukuchiyamashi,35.285,135.1292
620-0886,Nishikotanigaoka,Kyoutofu,Fukuchiyamashi,35.2863,135.1262
620-0887,Higashikotanigaoka,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0888,Noke,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0891,Okanouemachi,Kyoutofu,Fukuchiyamashi,35.2936,135.1264
620-0892,Higashiokachou,Kyoutofu,Fukuchiyamashi,35.2868,135.1237
620-0893,Kitakotanigaoka,Kyoutofu,Fukuchiyamashi,35.2879,135.1283
620-0894,Marutagaoka,Kyoutofu,Fukuchiyamashi,35.2853,135.124
620-0895,Midorigaokachou,Kyoutofu,Fukuchiyamashi,35.2896,135.1225
620-0901,Kamisasaki,Kyoutofu,Fukuchiyamashi,35.3919,135.0427
620-0902,Kita,Kyoutofu,Fukuchiyamashi,35.3797,135.0689
620-0903,Hinoo,Kyoutofu,Fukuchiyamashi,35.353,135.0607
620-0904,Jouganji,Kyoutofu,Fukuchiyamashi,35.3492,135.0492
620-0905,Tawa,Kyoutofu,Fukuchiyamashi,35.3358,135.042
620-0906,Shinguu,Kyoutofu,Fukuchiyamashi,35.3212,135.1831
620-0907,Ichinomiya,Kyoutofu,Fukuchiyamashi,35.3634,135.0517
620-0908,Shimosasaki,Kyoutofu,Fukuchiyamashi,35.3744,135.0456
620-0909,Nakasasaki,Kyoutofu,Fukuchiyamashi,35.3831,135.0416
620-0911,Kamioochi,Kyoutofu,Fukuchiyamashi,35.3425,135.0823
620-0912,Shimooochi,Kyoutofu,Fukuchiyamashi,35.3377,135.0817
620-0913,Maki,Kyoutofu,Fukuchiyamashi,35.3356,135.0971
620-0914,Tatsuwara,Kyoutofu,Fukuchiyamashi,35.3344,135.0861
620-0915,Juuni,Kyoutofu,Fukuchiyamashi,35.3304,135.0833
620-0916,Musochi,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0917,Nobana,Kyoutofu,Fukuchiyamashi,35.3342,135.0783
620-0918,Ebisu,Kyoutofu,Fukuchiyamashi,35.3416,135.073
620-0920,Iwaishinmachi,Kyoutofu,Fukuchiyamashi,35.3188,135.1014
620-0921,Kashinokidai,Kyoutofu,Fukuchiyamashi,35.3211,135.1015
620-0922,Iwai,Kyoutofu,Fukuchiyamashi,35.3145,135.1027
620-0923,Honshou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0924,Shimosasoo,Kyoutofu,Fukuchiyamashi,35.3026,135.1078
620-0925,Kamisasoo,Kyoutofu,Fukuchiyamashi,35.2951,135.1077
620-0926,Shinjou,Kyoutofu,Fukuchiyamashi,35.3058,135.1011
620-0927,Wakudera,Kyoutofu,Fukuchiyamashi,35.307,135.0865
620-0928,Okunobe,Kyoutofu,Fukuchiyamashi,35.3099,135.097
620-0931,Kitahagou,Kyoutofu,Fukuchiyamashi,35.2948,135.1153
620-0932,Nishihagou,Kyoutofu,Fukuchiyamashi,35.2956,135.1109
620-0933,Higashihagou,Kyoutofu,Fukuchiyamashi,35.2929,135.1153
620-0934,Minamihagou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0935,Mukaino,Kyoutofu,Fukuchiyamashi,35.2893,135.1095
620-0936,Shoumyouji,Kyoutofu,Fukuchiyamashi,35.2869,135.1051
620-0937,Muro,Kyoutofu,Fukuchiyamashi,35.2788,135.1063
620-0939,Ichidera,Kyoutofu,Fukuchiyamashi,35.2811,135.0988
620-0941,Ryouhokuchou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0942,Nishiokachou,Kyoutofu,Fukuchiyamashi,35.2933,135.1183
620-0943,Kitaokachou,Kyoutofu,Fukuchiyamashi,35.2934,135.1242
620-0944,Minamiokamachi,Kyoutofu,Fukuchiyamashi,35.2901,135.1214
620-0945,Hirominechou,Kyoutofu,Fukuchiyamashi,35.2909,135.1191
620-0946,Minamitendenmachi,Kyoutofu,Fukuchiyamashi,35.2865,135.1202
620-0947,Asahigaoka,Kyoutofu,Fukuchiyamashi,35.2885,135.1176
620-0948,Yuuhigaoka,Kyoutofu,Fukuchiyamashi,35.2877,135.1143
620-0949,Tsutsujigaoka,Kyoutofu,Fukuchiyamashi,35.287,135.1165
620-0951,Tomioka,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0952,Daimon,Kyoutofu,Fukuchiyamashi,35.3043,135.0742
620-0953,Imayasu,Kyoutofu,Fukuchiyamashi,35.293,135.0908
620-0954,Handa,Kyoutofu,Fukuchiyamashi,35.3018,135.094
620-0955,Hayashi,Kyoutofu,Fukuchiyamashi,35.2921,135.0809
620-0956,Sukumoduka,Kyoutofu,Fukuchiyamashi,35.2913,135.075
620-0957,Yamazaki,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0958,Satsukigaoka,Kyoutofu,Fukuchiyamashi,35.3011,135.0731
620-0961,Ishiba,Kyoutofu,Fukuchiyamashi,35.289,135.0596
620-0962,Kuchiebara,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0963,Okuebara,Kyoutofu,Fukuchiyamashi,35.2686,135.0701
620-0964,Amaguri,Kyoutofu,Fukuchiyamashi,35.274,135.0421
620-0965,Tarumi,Kyoutofu,Fukuchiyamashi,35.2751,135.0405
620-0966,Tsuji,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0967,Hatakenaka,Kyoutofu,Fukuchiyamashi,35.2844,135.0459
620-0968,Kitayama,Kyoutofu,Fukuchiyamashi,35.2913,135.0416
620-0969,Kayanodai,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0971,Sageto,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0972,Komaki,Kyoutofu,Fukuchiyamashi,35.2921,135.0219
620-0973,Dan,Kyoutofu,Fukuchiyamashi,35.2789,135.0265
620-0974,Houyou,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0981,Oda,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0982,Shimooda,Kyoutofu,Fukuchiyamashi,35.3303,135.0664
620-0983,Nozasa,Kyoutofu,Fukuchiyamashi,35.3243,135.0495
620-0984,Inono,Kyoutofu,Fukuchiyamashi,35.3253,135.0405
620-0985,Umedani,Kyoutofu,Fukuchiyamashi,35.3227,135.0254
620-0986,Miyagaki,Kyoutofu,Fukuchiyamashi,35.3339,135.0315
620-0987,Kamonochou,Kyoutofu,Fukuchiyamashi,35.3258,135.0443
620-0988,Oominagaso,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-0989,Suminjoooyama,Kyoutofu,Fukuchiyamashi,35.3031,135.125
620-1301,Oobara,Kyoutofu,Amatagunmiwachou,35.25,135.2968
620-1302,Daito,Kyoutofu,Amatagunmiwachou,35.2565,135.2768
620-1311,Kamigawai,Kyoutofu,Amatagunmiwachou,35.2464,135.2616
620-1312,Yuri,Kyoutofu,Amatagunmiwachou,35.2432,135.2552
620-1313,Shimokawai,Kyoutofu,Amatagunmiwachou,35.2303,135.2483
620-1314,Kayou,Kyoutofu,Amatagunmiwachou,35.2245,135.2884
620-1421,Oomi,Kyoutofu,Amatagunmiwachou,35.2093,135.2829
620-1422,Ubaranaka,Kyoutofu,Amatagunmiwachou,35.2006,135.2612
620-1423,Takasugi,Kyoutofu,Amatagunmiwachou,35.1892,135.2647
620-1424,Tomobuchi,Kyoutofu,Amatagunmiwachou,35.181,135.2784
620-1425,Ubarashimo,Kyoutofu,Amatagunmiwachou,35.1988,135.2501
620-1431,Tsuji,Kyoutofu,Amatagunmiwachou,35.2095,135.2358
620-1432,Nakade,Kyoutofu,Amatagunmiwachou,35.1968,135.2205
620-1433,Tanotani,Kyoutofu,Amatagunmiwachou,35.1753,135.2134
620-1434,Saimatsu,Kyoutofu,Amatagunmiwachou,35.1876,135.2022
620-1435,Kusayama,Kyoutofu,Amatagunmiwachou,35.2114,135.2042
620-1441,Umehara,Kyoutofu,Amatagunmiwachou,35.2172,135.2434
620-1442,Sensoku,Kyoutofu,Amatagunmiwachou,35.2191,135.232
620-1443,Terao,Kyoutofu,Amatagunmiwachou,35.2222,135.2143
620-1444,Ashifuchi,Kyoutofu,Amatagunmiwachou,35.2306,135.2257
620-1445,Miwa,Kyoutofu,Amatagunmiwachou,35.3031,135.125
621-0001,Asahichou,Kyoutofu,Kameokashi,35.0794,135.5611
621-0002,Chitosechouchitose,Kyoutofu,Kameokashi,35.0577,135.5774
621-0003,Chitosechoukokubu,Kyoutofu,Kameokashi,35.0416,135.5844
621-0004,Chitosechoubishamon,Kyoutofu,Kameokashi,35.0357,135.5859
621-0005,Hoduchou,Kyoutofu,Kameokashi,35.0241,135.5917
621-0006,Kawarabayashichoushourinjima,Kyoutofu,Kameokashi,35.0326,135.5702
621-0007,Kawarabayashichoukawarajiri,Kyoutofu,Kameokashi,35.0443,135.5706
621-0008,Umajichou,Kyoutofu,Kameokashi,35.057,135.5614
621-0011,Ooichoutsuchida,Kyoutofu,Kameokashi,35.0343,135.5517
621-0012,Ooichoukasumigaoka,Kyoutofu,Kameokashi,35.0334,135.5558
621-0013,Ooichounamikawa,Kyoutofu,Kameokashi,35.0289,135.5564
621-0014,Yoshikawachouanagawa,Kyoutofu,Kameokashi,35.0177,135.5539
621-0015,Yoshikawachouyoshida,Kyoutofu,Kameokashi,35.0174,135.5465
621-0016,Ooichouminamikanage,Kyoutofu,Kameokashi,35.0292,135.5447
621-0017,Ooichoukitakanage,Kyoutofu,Kameokashi,35.0322,135.5448
621-0018,Ooichoukokanage,Kyoutofu,Kameokashi,35.0379,135.5444
621-0021,Sogabechoushigetoshi,Kyoutofu,Kameokashi,35.0049,135.5556
621-0022,Sogabechounanjou,Kyoutofu,Kameokashi,34.9981,135.5523
621-0023,Sogabechoutera,Kyoutofu,Kameokashi,34.9887,135.5486
621-0024,Sogabechoukasukabe,Kyoutofu,Kameokashi,34.9768,135.5421
621-0025,Sogabechounaka,Kyoutofu,Kameokashi,34.9843,135.5414
621-0026,Sogabechouhouki,Kyoutofu,Kameokashi,34.988,135.5349
621-0027,Sogabechouinukai,Kyoutofu,Kameokashi,34.9953,135.5356
621-0028,Sogabechounishijou,Kyoutofu,Kameokashi,35.004,135.549
621-0029,Sogabechouanao,Kyoutofu,Kameokashi,35.0088,135.5471
621-0031,Hiedanochouoota,Kyoutofu,Kameokashi,35.0237,135.5401
621-0032,Hiedanochoutengawa,Kyoutofu,Kameokashi,35.0125,135.5425
621-0033,Hiedanochousaeki,Kyoutofu,Kameokashi,35.0156,135.5329
621-0034,Hiedanochouashinoyama,Kyoutofu,Kameokashi,35.0199,135.5104
621-0035,Hiedanochouokujou,Kyoutofu,Kameokashi,35.0261,135.5182
621-0036,Hiedanochoukakihana,Kyoutofu,Kameokashi,35.0213,135.5246
621-0037,Hiedanochourokuya,Kyoutofu,Kameokashi,35.0258,135.53
621-0041,Chiyokawachouogawa,Kyoutofu,Kameokashi,35.0466,135.5475
621-0042,Chiyokawachoutakanohayashi,Kyoutofu,Kameokashi,35.0443,135.5469
621-0043,Chiyokawachouobayashi,Kyoutofu,Kameokashi,35.0402,135.5469
621-0044,Chiyokawachouhyoshidai,Kyoutofu,Kameokashi,35.041,135.5439
621-0045,Chiyokawachouyui,Kyoutofu,Kameokashi,35.0441,135.5396
621-0046,Chiyokawachoukitanoshou,Kyoutofu,Kameokashi,35.0514,135.5331
621-0051,Chiyokawachouimadu,Kyoutofu,Kameokashi,35.0486,135.5488
621-0052,Chiyokawachouchihara,Kyoutofu,Kameokashi,35.0508,135.5448
621-0053,Chiyokawachouhaida,Kyoutofu,Kameokashi,35.0547,135.5358
621-0054,Chiyokawachoukawazeki,Kyoutofu,Kameokashi,35.059,135.5447
621-0101,Higashibetsuinchoukoizumi,Kyoutofu,Kameokashi,34.9655,135.5628
621-0102,Higashibetsuinchoukamihara,Kyoutofu,Kameokashi,34.9798,135.5607
621-0103,Higashibetsuinchoutouge,Kyoutofu,Kameokashi,34.9488,135.5486
621-0104,Higashibetsuinchouoono,Kyoutofu,Kameokashi,34.9594,135.5323
621-0111,Higashibetsuinchounange,Kyoutofu,Kameokashi,34.9402,135.5428
621-0112,Higashibetsuinchouyuya,Kyoutofu,Kameokashi,34.933,135.5312
621-0113,Higashibetsuinchoukuradani,Kyoutofu,Kameokashi,34.9324,135.5456
621-0114,Higashibetsuinchoukamakura,Kyoutofu,Kameokashi,34.9245,135.5482
621-0115,Higashibetsuinchoukaibara,Kyoutofu,Kameokashi,34.9261,135.5606
621-0121,Nishibetsuinchouootsukunami,Kyoutofu,Kameokashi,34.9532,135.5287
621-0122,Nishibetsuinchoumanganji,Kyoutofu,Kameokashi,34.9437,135.5269
621-0123,Nishibetsuinchouterada,Kyoutofu,Kameokashi,34.9368,135.5183
621-0124,Nishibetsuinchouyunohara,Kyoutofu,Kameokashi,34.9539,135.5104
621-0125,Nishibetsuinchouwarouji,Kyoutofu,Kameokashi,34.9723,135.5181
621-0126,Nishibetsuinchouinukanno,Kyoutofu,Kameokashi,34.9696,135.5039
621-0127,Nishibetsuinchoukouji,Kyoutofu,Kameokashi,34.9455,135.4961
621-0231,Higashihonmechouoouchi,Kyoutofu,Kameokashi,35.0594,135.4832
621-0232,Higashihonmechoumatsukuma,Kyoutofu,Kameokashi,35.0511,135.4784
621-0233,Higashihonmechounakano,Kyoutofu,Kameokashi,35.0435,135.4745
621-0234,Higashihonmechouakakuma,Kyoutofu,Kameokashi,35.0496,135.4705
621-0235,Higashihonmechouhigashiootani,Kyoutofu,Kameokashi,35.0511,135.4669
621-0241,Miyazakichouinokura,Kyoutofu,Kameokashi,35.0301,135.4946
621-0242,Miyazakichoukouzaki,Kyoutofu,Kameokashi,35.051,135.5102
621-0243,Miyazakichoumiyagawa,Kyoutofu,Kameokashi,35.0404,135.4821
621-0251,Honmechouhiramatsu,Kyoutofu,Kameokashi,35.0197,135.4921
621-0252,Honmechounakano,Kyoutofu,Kameokashi,35.0254,135.4862
621-0253,Honmechouide,Kyoutofu,Kameokashi,35.0142,135.4868
621-0254,Honmechouhigashikaya,Kyoutofu,Kameokashi,35.0064,135.4836
621-0255,Honmechounishikaya,Kyoutofu,Kameokashi,35.0088,135.4783
621-0261,Hatanochousengahata,Kyoutofu,Kameokashi,35.0142,135.4368
621-0262,Hatanochouhirono,Kyoutofu,Kameokashi,35.0114,135.4291
621-0263,Hatanochoudongahata,Kyoutofu,Kameokashi,35.0233,135.3915
621-0801,Utsunechou,Kyoutofu,Kameokashi,35.0228,135.5697
621-0802,Kitakawaramachi,Kyoutofu,Kameokashi,35.0206,135.5687
621-0803,Kawaramachi,Kyoutofu,Kameokashi,35.0198,135.5722
621-0804,Oiwakechou,Kyoutofu,Kameokashi,35.0161,135.5809
621-0805,Yasumachi,Kyoutofu,Kameokashi,35.0149,135.5736
621-0806,Amarubechou,Kyoutofu,Kameokashi,35.0169,135.5668
621-0811,Kitakosechou,Kyoutofu,Kameokashi,35.0119,135.586
621-0812,Yokochou,Kyoutofu,Kameokashi,35.0098,135.5834
621-0813,Tsukinukechou,Kyoutofu,Kameokashi,35.0095,135.5849
621-0814,Miyakechou,Kyoutofu,Kameokashi,35.0072,135.5898
621-0815,Kosechou,Kyoutofu,Kameokashi,35.0078,135.5847
621-0816,Higashitatsuchou,Kyoutofu,Kameokashi,35.0086,135.5869
621-0817,Nishitatsuchou,Kyoutofu,Kameokashi,35.0084,135.5849
621-0818,Kyoumachi,Kyoutofu,Kameokashi,35.0085,135.5822
621-0819,Gofukumachi,Kyoutofu,Kameokashi,35.0092,135.5818
621-0821,Shinochoukasebara,Kyoutofu,Kameokashi,35.0093,135.5959
621-0822,Shinochounojou,Kyoutofu,Kameokashi,35.0034,135.6004
621-0823,Shinochouumahori,Kyoutofu,Kameokashi,35.0076,135.6015
621-0824,Shinochoumiharu,Kyoutofu,Kameokashi,35.0091,135.6074
621-0825,Shinochouyamamoto,Kyoutofu,Kameokashi,35.0118,135.6105
621-0826,Shinochoushino,Kyoutofu,Kameokashi,35.0022,135.6074
621-0827,Shinochououji,Kyoutofu,Kameokashi,34.9959,135.6206
621-0828,Shinochouumahoriekimae,Kyoutofu,Kameokashi,35.0104,135.6039
621-0831,Shinochoumori,Kyoutofu,Kameokashi,34.9971,135.5996
621-0832,Higashitsutsujigaokamiyakodai,Kyoutofu,Kameokashi,34.9997,135.5969
621-0833,Higashitsutsujigaokaakebonodai,Kyoutofu,Kameokashi,34.9943,135.5952
621-0834,Shinochouhirota,Kyoutofu,Kameokashi,35.0014,135.5948
621-0835,Shinochoujoubouji,Kyoutofu,Kameokashi,35.0029,135.5912
621-0841,Nishitsutsujigaokasatsukidai,Kyoutofu,Kameokashi,35.0039,135.5877
621-0842,Nishitsutsujigaokaunzendai,Kyoutofu,Kameokashi,35.0022,135.5853
621-0843,Nishitsutsujigaokadaisendai,Kyoutofu,Kameokashi,35.0013,135.5882
621-0844,Nishitsutsujigaokakirishimadai,Kyoutofu,Kameokashi,34.9987,135.5871
621-0845,Nishitsutsujigaokamiyamadai,Kyoutofu,Kameokashi,34.9968,135.5844
621-0846,Minamitsutsujigaokaoobadai,Kyoutofu,Kameokashi,34.994,135.5899
621-0847,Minamitsutsujigaokasakuradai,Kyoutofu,Kameokashi,34.9875,135.587
621-0851,Aratsukachou,Kyoutofu,Kameokashi,35.0114,135.5752
621-0852,Konyamachi,Kyoutofu,Kameokashi,35.0113,135.5772
621-0853,Yadamachi,Kyoutofu,Kameokashi,35.0078,135.5801
621-0854,Shimoyadachou,Kyoutofu,Kameokashi,35.0073,135.5766
621-0855,Nakayadachou,Kyoutofu,Kameokashi,35.003,135.5814
621-0856,Kamiyadachou,Kyoutofu,Kameokashi,34.9983,135.5797
621-0861,Kitamachi,Kyoutofu,Kameokashi,35.0152,135.577
621-0862,Nishimachi,Kyoutofu,Kameokashi,35.0139,135.5764
621-0863,Nangouchou,Kyoutofu,Kameokashi,35.0145,135.5795
621-0864,Uchimaruchou,Kyoutofu,Kameokashi,35.0128,135.5789
621-0865,Shinmachi,Kyoutofu,Kameokashi,35.01,135.5805
621-0866,Hatagomachi,Kyoutofu,Kameokashi,35.01,135.5818
621-0867,Shioyamachi,Kyoutofu,Kameokashi,35.0092,135.5787
621-0868,Yanagimachi,Kyoutofu,Kameokashi,35.0097,135.5789
621-0869,Honmachi,Kyoutofu,Kameokashi,35.0104,135.579
622-0201,Shimoyama,Kyoutofu,Funaiguntanbachou,35.2147,135.4255
622-0202,Jitsuse,Kyoutofu,Funaiguntanbachou,35.1782,135.4437
622-0203,Tomita,Kyoutofu,Funaiguntanbachou,35.1872,135.4153
622-0211,Ueno,Kyoutofu,Funaiguntanbachou,35.1628,135.4356
622-0212,Ichimori,Kyoutofu,Funaiguntanbachou,35.1452,135.438
622-0213,Shuuchi,Kyoutofu,Funaiguntanbachou,35.1544,135.4265
622-0214,Komo,Kyoutofu,Funaiguntanbachou,35.1683,135.4249
622-0221,Mito,Kyoutofu,Funaiguntanbachou,35.1398,135.4258
622-0222,Shinmito,Kyoutofu,Funaiguntanbachou,35.1299,135.4314
622-0223,Kuchihatta,Kyoutofu,Funaiguntanbachou,35.1216,135.4096
622-0224,Takaoka,Kyoutofu,Funaiguntanbachou,35.1338,135.4113
622-0231,Toyota,Kyoutofu,Funaiguntanbachou,35.1757,135.4022
622-0232,Sone,Kyoutofu,Funaiguntanbachou,35.1629,135.4105
622-0233,Mori,Kyoutofu,Funaiguntanbachou,35.1558,135.405
622-0234,Shiotadani,Kyoutofu,Funaiguntanbachou,35.1476,135.3999
622-0235,Yasui,Kyoutofu,Funaiguntanbachou,35.1467,135.3897
622-0236,Innai,Kyoutofu,Funaiguntanbachou,35.165,135.4036
622-0325,Kono,Kyoutofu,Funaigunmizuhochou,35.2126,135.423
622-0331,Chuudai,Kyoutofu,Funaigunmizuhochou,35.1652,135.3953
623-0001,Orochou,Kyoutofu,Ayabeshi,35.3419,135.2711
623-0002,Takakurachou,Kyoutofu,Ayabeshi,35.329,135.2786
623-0003,Shiroyamachou,Kyoutofu,Ayabeshi,35.3275,135.2725
623-0004,Tadachou,Kyoutofu,Ayabeshi,35.3196,135.2709
623-0005,Satochou,Kyoutofu,Ayabeshi,35.3144,135.2613
623-0006,Ariokachou,Kyoutofu,Ayabeshi,35.3231,135.2607
623-0007,Hoshibarachou,Kyoutofu,Ayabeshi,35.3382,135.2643
623-0008,Sakuragaoka,Kyoutofu,Ayabeshi,35.3195,135.2794
623-0011,Aonochou,Kyoutofu,Ayabeshi,35.3049,135.2586
623-0012,Kawaitochou,Kyoutofu,Ayabeshi,35.2996,135.2613
623-0013,Ayanakachou,Kyoutofu,Ayabeshi,35.3016,135.2587
623-0014,Wakatakechou,Kyoutofu,Ayabeshi,35.2984,135.2596
623-0015,Wakamatsuchou,Kyoutofu,Ayabeshi,35.2997,135.258
623-0016,Nishimachi,Kyoutofu,Ayabeshi,35.2999,135.2566
623-0021,Honmachi,Kyoutofu,Ayabeshi,35.2985,135.2555
623-0022,Shinguuchou,Kyoutofu,Ayabeshi,35.2968,135.2589
623-0023,Shinmachi,Kyoutofu,Ayabeshi,35.2963,135.2587
623-0024,Tamachi,Kyoutofu,Ayabeshi,35.2967,135.2566
623-0025,Tsukimichou,Kyoutofu,Ayabeshi,35.2971,135.2552
623-0026,Jinguujichou,Kyoutofu,Ayabeshi,35.2981,135.2513
623-0031,Mikatachou,Kyoutofu,Ayabeshi,35.298,135.2692
623-0032,Nodachou,Kyoutofu,Ayabeshi,35.2876,135.2748
623-0033,Teramachi,Kyoutofu,Ayabeshi,35.2894,135.2612
623-0034,Tanochou,Kyoutofu,Ayabeshi,35.2846,135.2495
623-0035,Uenochou,Kyoutofu,Ayabeshi,35.2921,135.2572
623-0036,Honguuchou,Kyoutofu,Ayabeshi,35.295,135.2614
623-0037,Nanmatsuchou,Kyoutofu,Ayabeshi,35.2952,135.2632
623-0041,Nobuchou,Kyoutofu,Ayabeshi,35.3056,135.2364
623-0042,Okachou,Kyoutofu,Ayabeshi,35.3014,135.239
623-0043,Uwanobuchou,Kyoutofu,Ayabeshi,35.2982,135.235
623-0044,Yasubachou,Kyoutofu,Ayabeshi,35.2841,135.2385
623-0045,Takatsuchou,Kyoutofu,Ayabeshi,35.3023,135.2081
623-0046,Ooshimachou,Kyoutofu,Ayabeshi,35.3033,135.2278
623-0051,Inokurashinmachi,Kyoutofu,Ayabeshi,35.305,135.2498
623-0052,Saiwaidoori,Kyoutofu,Ayabeshi,35.3011,135.2507
623-0053,Miyashirochou,Kyoutofu,Ayabeshi,35.3017,135.2451
623-0054,Inokurachou,Kyoutofu,Ayabeshi,35.3048,135.2456
623-0061,Tenjinchou,Kyoutofu,Ayabeshi,35.3011,135.2553
623-0062,Aioichou,Kyoutofu,Ayabeshi,35.3001,135.255
623-0063,Hirokouji,Kyoutofu,Ayabeshi,35.2996,135.254
623-0064,Nakanochou,Kyoutofu,Ayabeshi,35.2988,135.2543
623-0065,Nishishinmachi,Kyoutofu,Ayabeshi,35.3004,135.2532
623-0066,Ekimaedoori,Kyoutofu,Ayabeshi,35.3008,135.2524
623-0101,Oyogichou,Kyoutofu,Ayabeshi,35.3774,135.3447
623-0102,Uesugichou,Kyoutofu,Ayabeshi,35.3586,135.3187
623-0103,Umezakochou,Kyoutofu,Ayabeshi,35.3456,135.3117
623-0104,Ankokujichou,Kyoutofu,Ayabeshi,35.339,135.3071
623-0105,Nakayamachou,Kyoutofu,Ayabeshi,35.3322,135.3
623-0106,Takatsukichou,Kyoutofu,Ayabeshi,35.3623,135.3055
623-0107,Yashirochou,Kyoutofu,Ayabeshi,35.3841,135.2985
623-0108,Kurotanichou,Kyoutofu,Ayabeshi,35.3798,135.3146
623-0111,Shichihyakukokuchou,Kyoutofu,Ayabeshi,35.3565,135.2944
623-0112,Kamiyatachou,Kyoutofu,Ayabeshi,35.3548,135.2769
623-0113,Nakasujichou,Kyoutofu,Ayabeshi,35.3447,135.2879
623-0114,Okayasuchou,Kyoutofu,Ayabeshi,35.3356,135.2934
623-0115,Fuchigakichou,Kyoutofu,Ayabeshi,35.3243,135.2907
623-0116,Shimoyatachou,Kyoutofu,Ayabeshi,35.3121,135.2816
623-0117,Toyosakachou,Kyoutofu,Ayabeshi,35.3283,135.2868
623-0221,Idenchou,Kyoutofu,Ayabeshi,35.3163,135.2423
623-0222,Kurichou,Kyoutofu,Ayabeshi,35.3141,135.2213
623-0223,Toyosatochou,Kyoutofu,Ayabeshi,35.3201,135.2148
623-0224,Ishiwarachou,Kyoutofu,Ayabeshi,35.3169,135.2077
623-0225,Ogaichou,Kyoutofu,Ayabeshi,35.3111,135.2027
623-0226,Kisaichichou,Kyoutofu,Ayabeshi,35.3144,135.1954
623-0231,Oobatakechou,Kyoutofu,Ayabeshi,35.334,135.2272
623-0232,Tachichou,Kyoutofu,Ayabeshi,35.3281,135.2156
623-0233,Imadachou,Kyoutofu,Ayabeshi,35.3331,135.2118
623-0234,Konishichou,Kyoutofu,Ayabeshi,35.3297,135.2045
623-0235,Kajiyachou,Kyoutofu,Ayabeshi,35.3263,135.276
623-0236,Obatachou,Kyoutofu,Ayabeshi,35.3466,135.1939
623-0341,Uchiguichou,Kyoutofu,Ayabeshi,35.3872,135.2582
623-0342,Kanegochichou,Kyoutofu,Ayabeshi,35.3867,135.2492
